Date,Open,High,Low,Close,Adj Close,Volume
2020-12-31,44.630001068115234,44.869998931884766,44.150001525878906,44.720001220703125,43.975990295410156,638200
2021-01-04,44.95000076293945,45.0,43.7400016784668,44.630001068115234,43.88748550415039,1058200
2021-01-05,44.77000045776367,44.79999923706055,43.970001220703125,44.27000045776367,43.533477783203125,833300
2021-01-06,43.47999954223633,45.31999969482422,43.47999954223633,44.83000183105469,44.08415985107422,1747400
2021-01-07,45.20000076293945,46.18000030517578,45.0099983215332,46.0,45.23469924926758,1396000
2021-01-08,46.060001373291016,46.189998626708984,44.279998779296875,44.63999938964844,43.89731979370117,1142600
2021-01-11,44.400001525878906,45.16999816894531,44.060001373291016,44.599998474121094,43.85798645019531,1128400
2021-01-12,44.650001525878906,46.2599983215332,44.470001220703125,45.68000030517578,44.92001724243164,1158500
2021-01-13,45.84000015258789,46.56999969482422,45.619998931884766,46.119998931884766,45.35269546508789,1166500
2021-01-14,45.939998626708984,46.130001068115234,44.18000030517578,44.650001525878906,43.90715408325195,2470500
2021-01-15,44.720001220703125,45.20000076293945,43.5,43.709999084472656,42.982791900634766,2426200
2021-01-19,43.91999816894531,44.08000183105469,43.349998474121094,43.470001220703125,42.746788024902344,1217300
2021-01-20,43.31999969482422,43.81999969482422,43.099998474121094,43.27000045776367,42.550113677978516,1205400
2021-01-21,43.349998474121094,43.709999084472656,42.939998626708984,43.41999816894531,42.69761657714844,1315600
2021-01-22,43.029998779296875,43.41999816894531,42.619998931884766,43.290000915527344,42.56978225708008,1052000
2021-01-25,43.18000030517578,44.75,42.7599983215332,44.5,43.75965118408203,1444400
2021-01-26,44.779998779296875,44.83000183105469,44.15999984741211,44.4900016784668,43.74981689453125,940000
2021-01-27,44.349998474121094,44.65999984741211,43.970001220703125,44.11000061035156,43.37614059448242,1454500
2021-01-28,44.13999938964844,44.810001373291016,43.470001220703125,43.689998626708984,42.9631233215332,1023400
2021-01-29,43.75,44.369998931884766,42.43000030517578,42.70000076293945,41.98959732055664,995800
2021-02-01,43.220001220703125,43.5099983215332,42.349998474121094,42.959999084472656,42.245269775390625,689900
2021-02-02,43.279998779296875,43.38999938964844,42.2400016784668,42.33000183105469,41.62575149536133,965900
2021-02-03,42.349998474121094,42.61000061035156,41.61000061035156,42.61000061035156,41.90109634399414,1262400
2021-02-04,42.95000076293945,43.72999954223633,42.79999923706055,43.56999969482422,42.845123291015625,1481800
2021-02-05,44.04999923706055,44.04999923706055,42.810001373291016,43.09000015258789,42.37310791015625,729700
2021-02-08,43.369998931884766,43.650001525878906,43.02000045776367,43.5099983215332,42.7861213684082,733700
2021-02-09,43.7400016784668,43.959999084472656,43.38999938964844,43.900001525878906,43.16963195800781,767400
2021-02-10,43.84000015258789,45.150001525878906,43.689998626708984,44.83000183105469,44.08415985107422,2048000
2021-02-11,44.970001220703125,45.91999816894531,44.529998779296875,45.779998779296875,45.01835250854492,1383900
2021-02-12,45.43000030517578,46.06999969482422,44.5,44.97999954223633,44.23166275024414,950400
2021-02-16,44.97999954223633,45.13999938964844,44.2400016784668,44.380001068115234,43.64164733886719,1624600
2021-02-17,44.189998626708984,44.369998931884766,43.31999969482422,44.04999923706055,43.317138671875,1489000
2021-02-18,43.9900016784668,44.220001220703125,42.150001525878906,42.279998779296875,41.57658386230469,1790900
2021-02-19,42.310001373291016,42.560001373291016,41.77000045776367,42.099998474121094,41.39957809448242,1312700
2021-02-22,42.029998779296875,42.54999923706055,41.529998779296875,42.119998931884766,41.419246673583984,1590300
2021-02-23,42.56999969482422,42.75,40.91999816894531,42.5,41.79292297363281,1799300
2021-02-24,42.650001525878906,42.650001525878906,41.349998474121094,41.65999984741211,40.96689987182617,1786500
2021-02-25,41.5099983215332,42.0099983215332,40.529998779296875,40.779998779296875,40.101539611816406,2118800
2021-02-26,40.560001373291016,40.77000045776367,38.20000076293945,40.36000061035156,39.68852996826172,10761300
2021-03-01,45.20000076293945,45.31999969482422,41.560001373291016,42.2599983215332,41.556915283203125,4989300
2021-03-02,42.400001525878906,43.29999923706055,42.04999923706055,42.09000015258789,41.389747619628906,2374600
2021-03-03,41.880001068115234,42.2400016784668,40.70000076293945,41.279998779296875,40.59321975708008,1655300
2021-03-04,41.18000030517578,41.45000076293945,40.029998779296875,40.56999969482422,39.89503479003906,1119500
2021-03-05,40.7599983215332,41.349998474121094,40.08000183105469,41.040000915527344,40.357215881347656,1088200
2021-03-08,41.33000183105469,42.59000015258789,41.290000915527344,41.81999969482422,41.124237060546875,1293500
2021-03-09,41.88999938964844,42.40999984741211,40.95000076293945,40.95000076293945,40.26871109008789,1054400
2021-03-10,41.2599983215332,41.79999923706055,41.0,41.619998931884766,40.92756652832031,1052800
2021-03-11,41.43000030517578,41.83000183105469,41.290000915527344,41.349998474121094,40.897891998291016,779000
2021-03-12,41.279998779296875,41.459999084472656,40.61000061035156,41.029998779296875,40.581390380859375,833200
2021-03-15,41.16999816894531,41.849998474121094,41.060001373291016,41.79999923706055,41.34297180175781,938400
2021-03-16,41.75,41.75,41.02000045776367,41.38999938964844,40.93745803833008,809200
2021-03-17,41.22999954223633,41.7599983215332,41.119998931884766,41.470001220703125,41.01658248901367,1011600
2021-03-18,41.13999938964844,42.38999938964844,41.11000061035156,41.79999923706055,41.34297180175781,859700
2021-03-19,41.70000076293945,42.720001220703125,41.63999938964844,42.650001525878906,42.18368148803711,2797000
2021-03-22,42.34000015258789,42.689998626708984,41.849998474121094,42.540000915527344,42.07488250732422,854100
2021-03-23,42.540000915527344,42.61000061035156,41.7599983215332,42.119998931884766,41.65947341918945,871800
2021-03-24,42.22999954223633,42.91999816894531,42.11000061035156,42.400001525878906,41.9364128112793,1210900
2021-03-25,42.58000183105469,42.709999084472656,41.5099983215332,42.099998474121094,41.63969039916992,1165800
2021-03-26,42.150001525878906,42.52000045776367,41.52000045776367,42.0099983215332,41.55067443847656,588000
2021-03-29,41.7400016784668,42.279998779296875,41.5,41.9900016784668,41.53089904785156,764800
2021-03-30,41.86000061035156,41.95000076293945,40.83000183105469,41.220001220703125,40.769317626953125,1027100
2021-03-31,41.029998779296875,41.5,40.43000030517578,40.470001220703125,40.02751541137695,1087700
